ID	DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE
75	Maxuruna	492	THREE	mukenante
77	Atsahuaca	2009	DOG	inawuawua
78	MayorunaDomestica	948	WATER	waca
79	MayorunaDomestica	906	TREE	imi
80	MayorunaDomestica	1247	EAR	pabauan
81	MayorunaDomestica	2648	HAIR (HEAD)	bou
82	MayorunaDomestica	1540	EYELASH	bourcouram
83	MayorunaDomestica	1333	NECK	techo
84	MayorunaDomestica	1297	LEG	quesi
85	Atsahuaca	1343	SUN	huari
86	MayorunaDomestica	1303	FINGER	ancis
87	MayorunaDomestica	962	WOMAN	shirawa
88	MayorunaDomestica	239	FLOWER	wa
89	MayorunaDomestica	123	FOREHEAD	bamana
90	MayorunaDomestica	1654	LIGHTNING	abouarié
91	MayorunaDomestica	420	FOREST	nawé
92	MayorunaDomestica	1313	MOON	oueu
93	MayorunaDomestica	1277	HAND	macou
94	MayorunaDomestica	1277	HAND	maki quich
96	MayorunaDomestica	1221	NOSE	dehan
97	MayorunaDomestica	1248	EYE	bedo
98	MayorunaDomestica	674	MOUTH	ibi
99	MayorunaDomestica	674	MOUTH	ibi
100	MayorunaDomestica	1301	FOOT	tacu
101	MayorunaDomestica	227	FISH	japa
102	MayorunaDomestica	658	RAIN (PRECIPITATION)	oué
103	MayorunaDomestica	977	ARROW	tawa
104	MayorunaDomestica	1430	STAR	ispa
105	MayorunaDomestica	1228	EARTH (SOIL)	mapoa
106	MayorunaDomestica	1150	THUNDER	abou
107	MayorunaDomestica	1252	HOUSE	oubou
108	Arazaire	1382	NEEDLE (FOR SEWING)	wuarasentay
109	MayorunaDomestica	925	CASSAVA	aso
110	MayorunaFera	1335	WHITE	hourou
111	MayorunaFera	948	WATER	houaca
112	MayorunaFera	906	TREE	hibui
113	MayorunaFera	1247	EAR	pahuiran
114	MayorunaFera	2648	HAIR (HEAD)	boou
115	MayorunaFera	1256	HEAD	macho
116	MayorunaFera	1540	EYELASH	baracotis
117	MayorunaFera	1732	SKY	abou
118	MayorunaFera	837	BLUE	bani
119	MayorunaFera	1223	HEART	huintai
120	MayorunaFera	1204	BARK	ihui-bi-ti
121	Atsahuaca	1035	GOOD	dacucuy
122	MayorunaFera	962	WOMAN	tirahua
123	MayorunaFera	239	FLOWER	ihuina
124	MayorunaFera	628	LEAF	naispou
125	MayorunaFera	123	FOREHEAD	boumainan
126	MayorunaFera	1507	FRUIT	pata
127	Atsahuaca	1269	NO	chauma
128	MayorunaFera	624	LAKE	nia
129	MayorunaFera	420	FOREST	maiscan
130	MayorunaFera	630	LIGHT (RADIATION)	chaini
131	MayorunaFera	1313	MOON	hou-ji
133	MayorunaFera	1221	NOSE	dizan
134	MayorunaFera	163	BLACK	huizai
135	MayorunaFera	1269	NO	bamanch
136	MayorunaFera	1489	CLOUD	so-ou
137	MayorunaFera	674	MOUTH	ira
138	MayorunaFera	1301	FOOT	tahi
139	MayorunaFera	227	FISH	iapa
140	MayorunaFera	658	RAIN (PRECIPITATION)	houai-ai
141	MayorunaFera	670	ROOT	ihustapon
142	MayorunaFera	730	SNAKE	dounon
143	MayorunaFera	1430	STAR	huispa
144	MayorunaFera	1343	SUN	bari
145	MayorunaFera	1173	EYEBROW	barocoupetai
146	MayorunaFera	1228	EARTH (SOIL)	mapo
147	MayorunaFera	1252	HOUSE	chrubo
148	MayorunaFera	1251	BELLY	pousa
149	MayorunaFera	1493	ONE	patxi
150	MayorunaFera	1498	TWO	dabui
151	MayorunaFera	492	THREE	macadilantan-tai
153	MayorunaFera	2009	DOG	huapa
154	MayorunaFera	925	CASSAVA	hac̹a
155	JaunAvo	1752	LEAVE	ca-tsanta
156	JaunAvo	1335	WHITE	osso
157	JaunAvo	948	WATER	oni-passna
158	JaunAvo	948	WATER	om passna
159	JaunAvo	906	TREE	j-úi
160	JaunAvo	671	SAND	maschina
161	JaunAvo	1401	DRINK	sche am
162	JaunAvo	1261	SING	paveué
163	JaunAvo	2648	HAIR (HEAD)	voôn
164	JaunAvo	1256	HEAD	mápo
165	JaunAvo	634	MEAT	name
166	JaunAvo	1329	TOMORROW	oké sabaká
167	JaunAvo	1447	GIVE	ökö a-ué
168	JaunAvo	1303	FINGER	mué toti
169	JaunAvo	962	WOMAN	jussa
170	JaunAvo	1424	YELLOW	schini roabé
171	JaunAvo	123	FOREHEAD	boe maná
172	JaunAvo	1654	LIGHTNING	cananna
173	JaunAvo	1507	FRUIT	vimin
174	JaunAvo	1287	COLD	ini
175	JaunAvo	606	GRASS	guassi
176	JaunAvo	221	FIRE	tschü
177	JaunAvo	737	LIGHT (IGNITE)	tschü uvá ué
178	JaunAvo	635	MILK	schrúma
179	JaunAvo	857	STONE	saáschu
180	JaunAvo	420	FOREST	j-úi
181	JaunAvo	1205	TONGUE	haná
182	JaunAvo	1402	BREAST	srúma
183	JaunAvo	1277	HAND	muékana
184	JaunAvo	1216	MOTHER	kai
185	JaunAvo	1222	PENIS	iná
186	JaunAvo	1403	BITE	eakö
187	JaunAvo	1221	NOSE	erö-kin
188	JaunAvo	1233	NIGHT	waskitscha
189	JaunAvo	163	BLACK	tschekö
190	JaunAvo	1301	FOOT	taé
191	JaunAvo	227	FISH	oáka
192	JaunAvo	1201	FEATHER	poe
193	JaunAvo	1201	FEATHER	poö
194	JaunAvo	658	RAIN (PRECIPITATION)	ui
195	JaunAvo	670	ROOT	ivi tapóna
196	JaunAvo	156	RED	schini
197	JaunAvo	677	AXE	mané mosturóme
198	JaunAvo	1430	STAR	uistin
199	JaunAvo	977	ARROW	püa
200	JaunAvo	946	BLOOD	imi
201	JaunAvo	1343	SUN	baari
202	JaunAvo	1228	EARTH (SOIL)	maai
203	JaunAvo	1150	THUNDER	terénke
204	JaunAvo	1251	BELLY	puschú
205	JaunAvo	960	WIND	uenna
206	JaunAvo	1425	GREEN	iavan
207	JaunAvo	1493	ONE	aares
208	JaunAvo	1498	TWO	eranbué
209	JaunAvo	492	THREE	kimischá
212	JaunAvo	2009	DOG	tschaspa
213	JaunAvo	1936	DEER	tschassú
215	JaunAvo	1208	CAT	kăman püska
217	JaunAvo	974	TOBACCO	rúmoe
218	Culino	1752	LEAVE	nuncapa
219	Culino	1374	RING	yusá
220	Culino	948	WATER	yacu
221	Culino	948	WATER	kuhua
222	Culino	948	WATER	uaka
223	Culino	906	TREE	huibý
224	Culino	1733	RAINBOW	noaway
225	Culino	1408	HEAR	nighaky
226	Culino	937	BIRD	tschay
227	Culino	1247	EAR	tsabynky
228	Culino	1482	SHOULDER	puümaty
229	Culino	1645	SHORT	tukutscha
230	Culino	980	HEEL	tautschi-tschoko
231	Culino	2648	HAIR (HEAD)	wo
232	Culino	1480	BODY	üá
233	Culino	801	RIB	bispy
234	Culino	981	ELBOW	matüká
235	Culino	1380	TOOTH	dza̹ kiriri sita
236	Culino	1225	DAY (NOT NIGHT)	nutú
237	Culino	1336	EAT	hirity
238	Culino	239	FLOWER	egpeuy
239	Culino	628	LEAF	many
240	Culino	123	FOREHEAD	wumana
241	Culino	1507	FRUIT	wimŷ
242	Culino	1654	LIGHTNING	wüy-wuaky
243	Culino	1346	THROAT	nu-rhunty
244	Culino	1224	LIVER	taghá
245	Culino	683	PERSON	nukuny
246	Culino	1482	SHOULDER	noaghôla
247	Culino	221	FIRE	yuai
248	Culino	478	LIP	ghüba
249	Culino	632	LIZARD	mûspera
250	Culino	624	LAKE	yá
251	Culino	857	STONE	misky
252	Culino	420	FOREST	hüybý
253	Culino	1205	TONGUE	ine caybáb anú
254	Culino	1203	LONG	neanty-hynuy
255	Culino	1313	MOON	oschý
256	Culino	1202	BIG	ani-tuschy
257	Culino	1402	BREAST	tschuma
258	Culino	1216	MOTHER	aini yarur
259	Culino	1216	MOTHER	üy-una
260	Culino	1222	PENIS	yah
261	Culino	1198	MANY	ytschá
262	Culino	1221	NOSE	rüky
263	Culino	1269	NO	aiy
264	Culino	1212	WE	nukü
265	Culino	1233	NIGHT	wakezy
266	Culino	674	MOUTH	iyashae cayuca
267	Culino	674	MOUTH	ecuacha
268	Culino	674	MOUTH	iyashae cayuca
269	Culino	674	MOUTH	ecuacha
270	Culino	1183	PALM OF HAND	muni-inapa
271	Culino	1217	FATHER	üympa
272	Culino	1592	CHEST	sitshú
273	Culino	1301	FOOT	whytá
274	Culino	227	FISH	ghüma
275	Culino	1371	KNEE	rátüka
276	Culino	1593	DEEP	tiamatschá
277	Culino	1366	BOY	würuna
278	Culino	670	ROOT	hüy-tapú
279	Culino	946	BLOOD	ymý
280	Culino	1430	STAR	wizy
281	Culino	1173	EYEBROW	nukewükasu
282	Culino	420	FOREST	muni-schinekai
283	Culino	1339	MORNING	nikykaunózyny
284	Culino	1228	EARTH (SOIL)	mái
285	Culino	797	TESTICLES	owú
286	Culino	1215	THOU	müa
287	Culino	1493	ONE	uüty
288	Culino	1498	TWO	rabii
289	Culino	492	THREE	taküma
292	Culino	1936	DEER	tschaschó
293	Culino	2009	DOG	ghamá
294	Culino	1318	CHICKEN	atau arika
295	Culino	1509	MOSQUITO	wy
296	Culino	1504	FLY (INSECT)	rhunschyu
297	Panos	948	WATER	umparse
298	Panos	906	TREE	ivi
299	Panos	1247	EAR	paviqué
300	Panos	678	BEARD	quoushni-rani
301	Panos	1401	DRINK	sceay
302	Panos	652	PLAIN	marspa
303	Panos	2648	HAIR (HEAD)	wou
304	Panos	1540	EYELASH	tapouch
305	Panos	1732	SKY	naibouch
306	Panos	1329	TOMORROW	vaquishnêlé
307	Panos	1973	DEMON	jaunchi
308	Panos	1380	TOOTH	schaila
309	Panos	1225	DAY (NOT NIGHT)	nêté
310	Panos	1252	HOUSE	tapino
311	Panos	1585	SLEEP	ousray
312	Panos	1336	EAT	moapiki
313	Panos	962	WOMAN	aivo
314	Panos	777	FLUTE	quichi
315	Panos	239	FLOWER	binie
316	Panos	1507	FRUIT	béni
317	Panos	1654	LIGHTNING	temoui maca
318	Panos	778	SMOKE (EXHAUST)	chiaqui
319	Panos	1371	KNEE	tapouchquou
320	Panos	683	PERSON	buene
321	Panos	221	FIRE	chi
322	Panos	1205	TONGUE	hana
323	Panos	1313	MOON	ouché
324	Panos	1202	BIG	jausi
325	Panos	1221	NOSE	raiki
326	Panos	1417	KILL	retequi
327	Panos	674	MOUTH	kaishra
328	Panos	744	EGG	vachi
329	Panos	1301	FOOT	tarri
330	Panos	189	HAIR (BODY)	rani
331	Panos	227	FISH	yapa
332	Panos	671	SAND	maouipote
333	Panos	671	SAND	machi
334	Panos	977	ARROW	arshi
335	Panos	730	SNAKE	rouno
336	Panos	1343	SUN	vari
337	Panos	1430	STAR	ouisti
338	Panos	1621	SNEEZE	atichai
339	Panos	1228	EARTH (SOIL)	mawi
340	Panos	879	COUGH	houcou
341	Panos	2252	PATH	ba-ï
342	Panos	2009	DOG	inawa
343	Panos	1793	BAT	cachi
344	Panos	906	TREE	nané
345	Panos	925	CASSAVA	atsa
346	Panos	974	TOBACCO	chica
347	MayorunaJandiatuba	1261	SING	mondé
348	MayorunaJandiatuba	1732	SKY	avô
349	MayorunaJandiatuba	1256	HEAD	mazço
350	MayorunaJandiatuba	1432	CUT	quesqué
351	MayorunaJandiatuba	1261	SING	munudé
352	MayorunaJandiatuba	1387	ARRIVE	sa-doén
353	MayorunaJandiatuba	1223	HEART	nin-té
354	MayorunaJandiatuba	1970	CANOE	cuatchán
355	MayorunaJandiatuba	680	BREAK (DESTROY OR GET DESTROYED)	mátzeé
356	MayorunaJandiatuba	1430	STAR	uitipá
357	MayorunaJandiatuba	221	FIRE	té
358	MayorunaJandiatuba	1587	SMELL (STINK)	pasavadé
359	MayorunaJandiatuba	123	FOREHEAD	pasé
360	MayorunaJandiatuba	1202	BIG	da-pá
361	MayorunaJandiatuba	715	SHOUT	aingué
362	MayorunaJandiatuba	1371	KNEE	dambedô
363	MayorunaJandiatuba	1313	MOON	vutché
364	MayorunaJandiatuba	10	FIREWOOD	carô
365	MayorunaJandiatuba	700	CARRY	tchacá-te
366	MayorunaJandiatuba	1403	BITE	paé
367	MayorunaJandiatuba	1793	BAT	coá tchipan
368	MayorunaJandiatuba	925	CASSAVA	azço
369	MayorunaJandiatuba	925	CASSAVA	aça
370	MayorunaJandiatuba	677	AXE	dôe
371	MayorunaJandiatuba	1417	KILL	tche-é
372	MayorunaJandiatuba	962	WOMAN	auim
373	MayorunaJandiatuba	1339	MORNING	setké
374	MayorunaJandiatuba	677	AXE	ndô-é
375	MayorunaJandiatuba	781	FEAR (FRIGHT)	dacuidé
376	MayorunaJandiatuba	962	WOMAN	aui
377	MayorunaJandiatuba	539	NEST	ná
378	MayorunaJandiatuba	1233	NIGHT	iamé
379	MayorunaJandiatuba	1233	NIGHT	iamedé
380	MayorunaJandiatuba	1231	NEW	ioká
381	MayorunaJandiatuba	590	NAKED	auenguadé
382	MayorunaJandiatuba	1221	NOSE	litchán
383	MayorunaJandiatuba	1268	YES	ai
384	MayorunaJandiatuba	1247	EAR	pauizçán
385	MayorunaJandiatuba	1247	EAR	fautchán
387	MayorunaJandiatuba	1248	EYE	boédo
388	MayorunaJandiatuba	1482	SHOULDER	potó
389	MayorunaJandiatuba	1394	BONE	tchavá
390	MayorunaJandiatuba	744	EGG	bozcei
391	MayorunaJandiatuba	3653	COOKING POT	mazçó
392	MayorunaJandiatuba	882	PARROT	tomi
393	MayorunaJandiatuba	1828	ASK (REQUEST)	naé
394	MayorunaJandiatuba	1475	COMB	que-uá-uá
395	MayorunaJandiatuba	1297	LEG	quissi
396	MayorunaJandiatuba	1210	HEAVY	eguán
397	MayorunaJandiatuba	1486	PLANT (SOMETHING)	mauané
398	MayorunaJandiatuba	1567	DOOR	sipuqué
399	MayorunaJandiatuba	163	BLACK	ussó
400	MayorunaJandiatuba	1829	JUMP	puduné
401	MayorunaJandiatuba	1301	FOOT	tuáe
402	MayorunaJandiatuba	1201	FEATHER	a-ni
403	MayorunaJandiatuba	1011	BRIDGE	poté
404	MayorunaJandiatuba	1222	PENIS	isoné
405	MayorunaJandiatuba	1222	PENIS	tchúi
406	MayorunaJandiatuba	163	BLACK	uisó
407	MayorunaJandiatuba	1210	HEAVY	ivuôe
409	MayorunaJandiatuba	1455	PULL	tẽ-gáe
410	MayorunaJandiatuba	2648	HAIR (HEAD)	daui
411	MayorunaJandiatuba	1942	NEAR	nezcé
412	MayorunaJandiatuba	1428	BURNING	tamoé
413	MayorunaJandiatuba	1220	TAIL	inhá
414	MayorunaJandiatuba	1035	GOOD	birama
415	MayorunaJandiatuba	212	FIELD	máe
416	MayorunaJandiatuba	1983	SNORE	ucé
417	MayorunaJandiatuba	996	DEAF	nitchagué
418	MayorunaJandiatuba	1416	SIT	tadé
419	MayorunaJandiatuba	1268	YES	ai
420	MayorunaJandiatuba	946	BLOOD	imi
421	MayorunaJandiatuba	1909	SHAKE	ho-clé
422	MayorunaJandiatuba	1274	SALT	iú-cara
423	MayorunaJandiatuba	1398	DRY	tanoné
424	MayorunaJandiatuba	1416	SIT	tadé
425	MayorunaJandiatuba	705	GO UP (ASCEND)	danané
426	MayorunaJandiatuba	1920	DREAM (SOMETHING)	namagué
427	MayorunaJandiatuba	175	BLOW (OF WIND)	buscai
428	MayorunaJandiatuba	112	TURTLE	necó
429	MayorunaJandiatuba	1629	EVENING	diamedé
430	MayorunaJandiatuba	797	TESTICLES	ovô
431	MayorunaJandiatuba	1215	THOU	aiú-dáke
432	MayorunaJandiatuba	879	COUGH	toso-sôgue
433	MayorunaJandiatuba	761	COVER	tongué
434	MayorunaJandiatuba	52	SHIVER	sacaqué
435	MayorunaJandiatuba	1150	THUNDER	avô
436	MayorunaJandiatuba	72	CLAW	tae-macán
437	MayorunaJandiatuba	1493	ONE	aipá
438	MayorunaJandiatuba	1498	TWO	dauét
439	MayorunaJandiatuba	492	THREE	inguá
443	MayorunaJandiatuba	72	CLAW	mainezcin
444	MayorunaJandiatuba	1838	NAVEL	nitchón
445	MayorunaJandiatuba	592	PISS	puicón
446	MayorunaJandiatuba	1229	OLD	maezço
447	MayorunaJandiatuba	960	WIND	anhán
448	MayorunaJandiatuba	960	WIND	iu-né
449	MayorunaJandiatuba	1837	VULVA	tchipi
450	MayorunaJandiatuba	1425	GREEN	ikiô
451	MayorunaJandiatuba	1219	WORM	chin-chin
452	MayorunaJandiatuba	581	COME BACK	ioé
453	MayorunaJandiatuba	1571	SELL	mainé
454	MayorunaJandiatuba	1936	DEER	tcha-tchô
455	MayorunaJandiatuba	1571	SELL	mainé
456	MayorunaJandiatuba	1441	FLY (MOVE THROUGH AIR)	coáne
457	MayorunaJandiatuba	1278	VOMIT	oké
458	Mabenaro	1554	MAN	dia
459	Mabenaro	962	WOMAN	wani
460	Mabenaro	1217	FATHER	tata
461	Mabenaro	1216	MOTHER	wanti
462	Mabenaro	1289	BABY	nana
463	Mabenaro	1366	BOY	ka'abo
464	Mabenaro	1646	GIRL	iyaro
465	Mabenaro	2648	HAIR (HEAD)	iyoiña
466	Mabenaro	1256	HEAD	iyoa
467	Mabenaro	1248	EYE	ithoa
468	Mabenaro	1173	EYEBROW	iboathuna
469	Mabenaro	1540	EYELASH	ithokaguiña
470	Mabenaro	1247	EAR	ithaha
471	Mabenaro	1221	NOSE	awi
472	Mabenaro	674	MOUTH	ikwatsa
473	Mabenaro	1380	TOOTH	itsi
475	Mabenaro	1333	NECK	inara
476	Mabenaro	1482	SHOULDER	ibatha
477	Mabenaro	1291	BACK	ibibakwa
478	Mabenaro	1592	CHEST	thatha
479	Mabenaro	1673	ARM	ibai
480	Mabenaro	1277	HAND	imiatsa
481	Mabenaro	1303	FINGER	imi
482	Mabenaro	1297	LEG	itha
483	Mabenaro	1301	FOOT	iwatsi
484	Mabenaro	937	BIRD	waboro
485	Mabenaro	1318	CHICKEN	tawalipa
486	Mabenaro	1287	COLD	buata
487	Mabenaro	1446	COME	thiathia
488	Mabenaro	2009	DOG	niyo
489	Mabenaro	1360	DUCK	hohi
490	Mabenaro	221	FIRE	kwathi
491	Mabenaro	420	FOREST	athe
492	Mabenaro	1286	HOT	atcowa
493	Mabenaro	1252	HOUSE	ithai'i
495	Mabenaro	882	PARROT	kwitsa
496	Mabenaro	906	TREE	akwi
497	Mabenaro	948	WATER	eowi
498	Mabenaro	925	CASSAVA	kwavia
499	Sensi	1205	TONGUE	yáta
500	Sensi	1380	TOOTH	ku̯õdsa
501	Sensi	1248	EYE	ítso
502	Sensi	1247	EAR	helīxi
503	Sensi	1256	HEAD	oma'tsi
504	Sensi	1277	HAND	epīpi
505	Sensi	948	WATER	enipáxa
506	Sensi	221	FIRE	tši
507	Sensi	1343	SUN	varīxi
508	Sensi	1313	MOON	puönĕ
509	Sensi	1228	EARTH (SOIL)	ku̯áhi
510	Sensi	857	STONE	mátsi
511	Sensi	1252	HOUSE	puôxê
512	Sensi	3653	COOKING POT	tšapuöxe
513	Sensi	1200	HUSBAND	mankõ
514	Sensi	962	WOMAN	tšinán
516	Sensi	925	CASSAVA	óma
517	Sensi	506	MAIZE	šinki
518	Sensi	1493	ONE	nawwištikoe
519	Sensi	1498	TWO	rawué
520	Sensi	492	THREE	narawuekoe
521	Sensi	1335	WHITE	hõxõ
522	Sensi	163	BLACK	tšõxö
523	Sensi	156	RED	õzé
524	Sensi	1035	GOOD	iro
525	Sensi	1292	BAD	mitšĕ
526	Sensi	1585	SLEEP	uxe
527	Sensi	1417	KILL	tetĕ
528	Sapibokona	948	WATER	eubi
529	Sapibokona	811	SOUL	einisu
530	Sapibokona	619	ANIMAL	niu
531	Sapibokona	1226	YEAR	mara
532	Sapibokona	1335	WHITE	pazamè
533	Sapibokona	674	MOUTH	ecuacha
534	Sapibokona	1673	ARM	ebbai
535	Sapibokona	2648	HAIR (HEAD)	echau
536	Sapibokona	1256	HEAD	echuja
537	Sapibokona	679	BRIGHT	cuareme
538	Sapibokona	1732	SKY	eucuepana
539	Sapibokona	1540	EYELASH	ejatisa
540	Sapibokona	1333	NECK	etippi
541	Sapibokona	1480	BODY	ecuita
542	Sapibokona	471	UPPER LEG (THIGH)	echuju
543	Sapibokona	1223	HEART	mauzumu
544	Sapibokona	1973	DEMON	isaba
545	Sapibokona	1380	TOOTH	echee
546	Sapibokona	1303	FINGER	emèe
547	Sapibokona	717	SWEET	vitame
548	Sapibokona	962	WOMAN	anu
549	Sapibokona	1560	FACE	ebbù
550	Sapibokona	123	FOREHEAD	emata
551	Sapibokona	1654	LIGHTNING	ilapa
552	Sapibokona	221	FIRE	cuati
553	Sapibokona	1297	LEG	etaa
554	Sapibokona	1225	DAY (NOT NIGHT)	chine
555	Sapibokona	1346	THROAT	etippi
556	Sapibokona	478	LIP	ecuachacubbi
557	Sapibokona	624	LAKE	eubihûre
558	Sapibokona	1205	TONGUE	eana
559	Sapibokona	1313	MOON	bari
560	Sapibokona	1216	MOTHER	cùa
561	Sapibokona	1277	HAND	emè
562	Sapibokona	942	HONEY	uvazaema
563	Sapibokona	1221	NOSE	evi
564	Sapibokona	163	BLACK	eihêru
565	Sapibokona	1233	NIGHT	maetahe
566	Sapibokona	1248	EYE	etua chûru
567	Sapibokona	42	STINKING	guanipuime
568	Sapibokona	706	DARK	appume
569	Sapibokona	1217	FATHER	tata
570	Sapibokona	1217	FATHER	checua
571	Sapibokona	227	FISH	sisi
572	Sapibokona	1592	CHEST	echerù
573	Sapibokona	1301	FOOT	ebbachi
574	Sapibokona	658	RAIN (PRECIPITATION)	nai
575	Sapibokona	156	RED	uchume
576	Sapibokona	857	STONE	tumu
577	Sapibokona	420	FOREST	eihêru
578	Sapibokona	1343	SUN	iseti
579	Sapibokona	1430	STAR	uvanabi
580	Sapibokona	1591	UP	evacuezbù
581	Sapibokona	1228	EARTH (SOIL)	mechi
582	Sapibokona	937	BIRD	buni
583	Sapibokona	960	WIND	veni
584	Sapibokona	1554	MAN	reanci
585	RemoBlanco	692	BRING	niriuta
586	RemoBlanco	1629	EVENING	nabui
587	RemoBlanco	769	ROOF	heuma
588	RemoBlanco	1035	GOOD	iru
589	RemoBlanco	1035	GOOD	hapudisi
590	RemoBlanco	1292	BAD	iruma
591	RemoBlanco	1161	THREAD	kiru
592	RemoBlanco	136	HERE	charuui
593	RemoBlanco	1406	FAR	imama
594	RemoBlanco	1406	FAR	puraha
595	RemoBlanco	1339	MORNING	nabodi
596	RemoBlanco	1339	MORNING	nahodi
597	RemoBlanco	1339	MORNING	sumitiri nauriya
598	RemoBlanco	1174	YESTERDAY	toponotzanidia
599	RemoBlanco	977	ARROW	taua
600	RemoBlanco	977	ARROW	piha
601	RemoBlanco	1423	FIGHT	achinei
602	RemoBlanco	1409	SEE	haibuiru
603	RemoBlanco	1430	STAR	eschti üfuu
604	RemoBlanco	1313	MOON	üjui
605	RemoBlanco	1150	THUNDER	neibanai hanabushi
607	RemoBlanco	1486	PLANT (SOMETHING)	huanei
608	RemoBlanco	1269	NO	inuhama
609	RemoBlanco	974	TOBACCO	rumwuma
610	RemoBlanco	1517	WASP	vinavina
611	RemoBlanco	1735	TEAR (SHRED)	putashinca
612	RemoBlanco	680	BREAK (DESTROY OR GET DESTROYED)	putashinca
613	RemoBlanco	1439	SWIM	nuaigue
614	RemoBlanco	1215	THOU	mi
615	RemoBlanco	1212	WE	nurana
616	RemoBlanco	1447	GIVE	pahameita
617	RemoBlanco	138	BATHE	tchuiya
618	RemoBlanco	1287	COLD	matzi
619	RemoBlanco	2009	DOG	innu
620	RemoBlanco	1970	CANOE	neuti
621	RemoBlanco	1847	SICK	mahai
622	RemoBlanco	1372	MEDICINE	rau
623	RemoBlanco	1585	SLEEP	uhai
624	RemoBlanco	1593	DEEP	noa
625	RemoBlanco	297	CROOKED	vugna
626	RemoBlanco	1493	ONE	usitchari
627	RemoBlanco	1498	TWO	narabe
628	RemoBlanco	492	THREE	narana
631	RemoBlanco	1236	WHAT	ari
632	RemoBlanco	1268	YES	arri
633	RemoBlanco	925	CASSAVA	atza
634	RemoBlanco	506	MAIZE	heni
635	RemoBlanco	713	STEAL	mitchu
636	RemoBlanco	10	FIREWOOD	aru
637	RemoBlanco	1726	WET	mutcha
638	RemoBlanco	1398	DRY	tchina
639	RemoBlanco	781	FEAR (FRIGHT)	ra-i
640	RemoBlanco	1202	BIG	upa
641	RemoBlanco	1246	SMALL	tchuquipista
642	RemoBlanco	1376	NOW	ninu-ninu
643	RemoBlanco	1564	LAZY	chiquichi
644	RemoMoa	925	CASSAVA	no'á
645	RemoMoa	677	AXE	rówï
